FMID,MarketName,Website,street,city,County,State,zip,x,y
1003647,CUMC FARMERS MARKET,,6101 GRELOT RD,MOBILE,MOBILE,Alabama,36609,-88.186,30.661
1003650,Curtis Farmers Market,,Highway 231 & Center Avenue,Curtis,Frontier,Nebraska,69025,-100.515,40.6311
1001743,Cushing Farmers Market,http://www.downtowncushing.com,Northwest corner of Braodway & Cleveland,Cushing,Payne,Oklahoma,74023,-96.7727,35.98
1001426,Custer Farmers Market,,Mt Rushmore Rd,Custer City,Custer,South Dakota,57730,-103.601291,43.765737
1002290,Cutler Bay Farmers Market,,20002 Old Cutler Road,Miami,Miami-Dade,Florida,33175,-80.3302,25.5812
1004723,Cypress Center Farmers' Market,,"50 E. Hospital St., Ste. 5",Manning,Clarendon,South Carolina,29102,-80.2107613,33.687876
1005689,D'Iberville Farmers Market,,10383 Automall Parkway,D'Iberville,Harrison,Mississippi,39540,-88.9003,30.4341
1000069,Dag Hammarskjold Plaza Greenmarket,http://www.grownyc.org,E 47 St & 2 Ave,New York,New York,New York,10017,-73.9699,40.753
20068,Dag Hammerskjold Plaza Greenmarket,http://www.grownyc.org/greenmarket-site/manhattan/dag-hammarskjold-greenmarket,47th Street at Second Ave,Manhattan,,New York,10017,-73.9699,40.753
20069,Dahlonega Farmers Market,http://www.dahlonegadda.org/,465 Riley Road,Dahlonega,,Georgia,30522,-83.9737,34.528
1004545,Dahlonega Farmers Market,http://www.dahlonegadda.org,West Main Street & Waters Street,Dahlonega,Lumpkin,Georgia,30533,-83.98608,34.532086
20070,Daily Harvest Market,http://www.dailyharvestmarket.com/,155 Quail Gardens Dr.,Encinitas,,California,92024,-117.279,33.0489
1002148,Dairymel Farms,,1803 Hazelton-Etna Road,Pataskala,Licking,Ohio,,-82.6723,40.007
1001717,Dale City Farmers Market,http://www.pwcparks.org/farmersmarket/,14090 Gemini Way,Dale City,Prince William,Virginia,22193,-77.3410794,38.6471464
1003695,Dale's Saturday Market,,1296 Kennedy-Ford Road,Potlatch,Latah,Idaho,,-116.965,46.9223
1005871,DALEVILLE FARMERS MARKET,http://www.DalevilleChamber.com,Daleville Avenue and Old Highway 134,DALEVILLE,Dale,Alabama,36322,-85.71456,31.307407
1002493,Daley Plaza Chicago Farmers Market,http://www.cityofchicago.org/specialevents,50 W. Washington St.,Chicago,Cook,Illinois,60602,-87.626,41.8851
1004936,Dallas Farmers Market,http://www.dallasfarmersmarket.org,1010 S. Pearl Expressway,Dallas,Dallas,Texas,75201,-96.7901,32.7773
1002514,Dallas Farmers' Market,,236 West Dallas Street,Dallas,Barron,Wisconsin,54733,-91.817679,45.258833
1002739,Daly City Farmers' Market at Serramonte Center,http://www.cafarmersmkts.com/markets/category/daly-city,133 Serramonte Center,Daly City,San Mateo,California,94015,-122.472196,37.671261
1008033,Damascus Fresh & Local Market,http://www.damascusfreshandlocalmarket.org,19850 SE Damascus Ln,Damascus,Clackamas,Oregon,97089,-122.457744,45.419336
1006028,Danbury Farmers Market,,102 Old Church Road,Danbury,Stokes,North Carolina,27016,-80.2025,36.4097
1004516,Danbury Farmers' Market,http://www.citycenterdanbury.com,Kennedy Avenue,Danbury,Fairfield,Connecticut,6810,-73.455371,41.396242
1001594,Dandridge Farmers Market,http://www.mainstreetdandridge.com,Gay Street and Meeting Street,Dandridge,Jefferson,Tennessee,37725,-83.415659,36.016364
1005175,Dane County Farmers Market I,,330 W. Miffline St.,Madison,Dane,Wisconsin,53703,-89.3892386,43.072911
1005176,Dane County Farmers Market I,http://www.dcfm.org,One John Nolen Drive,Madison,Dane,Wisconsin,53703,-89.38027,43.071445
1005177,Dane County Farmers Market I,http://www.dcfm.org,"200 block of Martin Luther King, Jr. Blvd",Madison,Dane,Wisconsin,53703,-89.381847,43.072775
1005178,Dane County Farmers Market I,http://www.dcfm.org,"Capitol Square, Downtown",Madison,Dane,Wisconsin,53701,-89.384251,43.074625
1008551,Daniel Wilson,,640 S KY 15,Campton,Wolfe,Kentucky,41301,-83.515101,37.696839
1001314,Daniels Farmstead,http://www.danielsfarmstead.org,286 Mendon St,Blackstone,Worcester,Massachusetts,1504,-71.552083,42.060276
1007766,Danielson Farmers Market,http://www.nectfarmersmarket.org,"Killingly Memorial Library, 25 Westcott Road",Danielson,Windham,Connecticut,6239,-71.8776,41.8091
1001339,Dansville Farmers Market,,"Airport Hanger parking lot, 50 Maple Ave.",Dansville,Livingston,New York,,-77.7084,42.566
1004427,Dansville Farmers' Market,http://www.dansvillefarmersmarket.weebly.com,1050 Dakin St.,Dansville,Ingham,Michigan,48819,-84.308382,42.554731
1000044,Danville Auction,,15684 Body Rd.,Danville,Knox,Ohio,43014,-82.2445,40.4553
1000230,Danville Caledonia Farmers' Market,,On the green,Danville,Caledonia,Vermont,,-72.1022,44.4647
1003654,Danville Farmers Market,http://www.sites.google.com/site/caledoniafarmersmarket/,51 Peacham Road,Danville,Caledonia,Vermont,5828,-72.1396,44.4108
1003509,Danville Farmers' Market,http://www.playdanvilleva.com,629 Craighead St.,Danville,Pittsylvania,Virginia,24541,-79.385211,36.584175
1006549,Danville Farmers' Market,http://www.pcfma.com,205 Railroad Ave,Danville,Contra Costa,California,94526,-121.999869,37.819955
1004993,Darby Farmers Market,,106 S Main Street,Darby,Ravalli,Montana,59829,-114.178,46.0204
1007703,Darien Farmers Market,http://www.darienfarmersmarket.net,"Mechanic Street, Behind Fire House",Darien,Fairfield,Connecticut,6810,-73.4828,41.0753
1005533,Darlington Farmers Market,,,Darlington,Lafayette,Wisconsin,53530,-90.1214,42.6772
1002568,Dartmouth Farmers Market,,"Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village",Dartmouth,Bristol,Massachusetts,2747,-70.94434,41.58768
1001775,Dauphin Island Market,,East Bienville Blvd at Cadillac Square Park,Dauphin Island,Mobile,Alabama,36528,-88.1594,30.2507
1008435,Davenport Farmers Market,,City Park,Davenport,Thayer,Nebraska,68335,-97.810674,40.311749
1004156,Davenport Farmers' Market,http://www.mvgrowers.com,320 W. Kimberly Rd.,Davenport,Scott,Iowa,52806,-90.57086,41.56319
1003088,David City Farmers Market,http://www.davidcityne.com,Courthouse parking lot,David City,Butler,Nebraska,68632,-97.1286,41.2531
1001882,Davis County Farmers' Market,http://www.bloomfieldmainstreet.com/Farmer'sMarket.htm,100 Courthouse Square,Bloomfield,Davis,Iowa,52537,-92.414374,40.751418
1001883,Davis County Farmers' Market,http://www.bloomfieldmainstreet.com/Farmer'sMarket.htm,100 E. Jefferson St.,Bloomfield,Davis,Iowa,52537,-92.414246,40.751572
1002131,Davis Farmers Market,http://www.DavisFarmersMarket.org,4th and C Streets,Davis,Yolo,California,95616,-121.7439932,38.545451
1003589,Davison Downtown Farmers Market,http://www.cityofdavison.org/farmers.htm,Cornier of Shoppers Alley & Second Street,Davison,Genesee,Michigan,48423,-83.516,43.0317
1003563,Dawson County Farmers Market,http://www.caes.uga.edu/extension/dawson/DawsonCountyFarmersMarket.html,298 Academy Avenue,Dawsonville,Dawson,Georgia,30534,-84.119596,34.420216
1005722,Dayton & Silver Springs Farmers Markets,http://www.communityharvestnv.org,1355 Donner Trail Road,Silver Springs,Lyon,Nevada,89429,-119.221959,39.414314
1001090,Dayton Farmers Market,http://www.daytonfarmersmarket.com,3105 John Wayland Highway,Dayton,Rockingham,Virginia,22824,-78.8763,38.4258
1003500,Dayton Farmers Market,,Courthouse Square,Dayton,Rhea,Tennessee,37321,-85.012615,35.495355
1008492,Dayton Farmers Market,,Hwy 50 and 2nd Ave.,Dayton,Lyon,Nevada,89403,-119.589435,39.238325
1002451,Dayville Mercantile,,207 W. Franklin Ave,Dayville,Grant,Oregon,97825,-119.537,44.4701
1004358,DC Farmers Market,,"1309 5th Street, NE",Washington,District of Columbia,District of Columbia,20002,-76.998,38.9088
1007204,De Pere Farmer Market,,144 N Wisconsin St,De Pere,Brown,Wisconsin,54115,-88.0592,44.4496
1008525,De Soto Farmers' Market,http://www.buyfreshlocal.blogspot.com,1004 Rock Road,De Soto,Jefferson,Missouri,63020,-90.56474,38.1388589
1007151,Deaf Smith Chamber of Commerce Farmers Market,,200 E. Park Avenue,Hereford,Deaf Smith,Texas,79045,-102.404,34.8221
1001317,Deale Farmers' Market,,5965 Deale Churchton Road,Deale,Anne Arundel,Maryland,20751,-76.552691,38.78112
20071,Deans Farm Market,http://www.deansfarmmarket.com/,4231 NC Hwy 42 West,Wilson,,North Carolina,27893,-77.9008,35.7334
1005735,Decatur Farmer's Market,http://www.decaturindianafarmersmarket.com/default.aspx,231 East Monroe Street,Decatur,Adams,Indiana,46733,-84.92007,40.83229
1003044,Decatur Farmers Market,,In the park downtown at Phelps & St Marys,Decatur,Van Buren,Michigan,49045,-85.9774,42.1119
1001233,Decatur/Morgan County Farmers Market,,211 1st Ave. SE,Decatur,Morgan,Alabama,35602,-87.0233,34.6113
1008296,Dedham Farmers Market,http://www.dedhamfarmersmarket.org,670 High Street,Dedham,Norfolk,Massachusetts,2026,-71.17718,42.248995
1007817,DEEP RIVER - LACE FACTORY FARMERS’ MARKET,http://www.thelacefactory.com,161 River Street,Deep River,Middlesex,Connecticut,,-72.4275,41.393
1007458,Deep River Farmers Market,,"The Stone House, 245 Main Street",Deep River,Middlesex,Connecticut,6417,-72.436,41.3868
1000260,Deer Park Farmers Market,,Sunset Ave. and Brook Rd.,Westhampton Beach,Suffolk,New York,11978,-72.6446,40.815
20072,Deerfield Beach Green Market,http://www.localharvest.org/deerfield-beach-green-market-M55080,East Hillsboro Blvd,Deerfield Beach,,Florida,33432,-80.0886,26.3165
1002025,Deerfield Farmer's Market,http://www.farmersmarket.deerfield-nh.us/,10 Church Street,Deerfield,Rockingham,New Hampshire,3037,-71.243012,43.13333
1003098,Deerfield Farmers Market,http://www.deerfield.il.us/residents/farmers_market,Deerfield Rd. & Robert York Ave.,Deerfield,Lake,Illinois,60015,-87.8489,42.1676
1003733,Deerfield Twp Farmers Market,,3292 Montgomery Road,Warren,Warren,Ohio,,-84.2825,39.3039
1006190,Defiance County Farmers' Markets,http://www.defiance.osu.edu,St. Rt. 66 south of U.S. 24,Defiance,Defiance,Ohio,43512,-84.361911,41.302071
1006191,Defiance County Farmers' Markets,http://www.defiance.osu.edu,121 W. High Street (S.R. 2),Hicksville,Defiance,Ohio,43526,-84.762354,41.292254
1006192,Defiance County Farmers' Markets,http://www.defiance.osu.edu,S.R. 127 south of S.R. 18,Sherwood,Defiance,Ohio,43556,-84.553142,41.2899
1006272,DeForest Area Farmers' Market,,"DeForest Area Public Library, Market Street",DeForest,Dane,Wisconsin,53532,-89.3418,43.2471
1005914,Deitch's Frm Market,,1613 Trindle Road,Carlisle,Cumberland,Pennsylvania,17013,-77.1262,40.1964
1001995,Dekalb County Farmers Market,,VFW Fairgrounds,Fort Payne,Dekalb,Alabama,35967,-85.7107,34.4256
1007145,Dekalb Farmer's Market,,205 Bryant St,Smithville,DeKalb,Tennessee,37166,-85.8328,35.9799
1004442,DeKalb Farmers' Market,http://www.renewdekalb.com,Corner of 2nd and Locust Streets,DeKalb,DeKalb,Illinois,60115,-88.75199,41.93105
1000038,Del Mar Farmers Market,,1050 Camino Del Mar,Del Mar,Tulare,California,92014,-117.264,32.9548
1004841,Del Paso Heights Community CFM,,3525 Norwood Ave.,Sacramento,Sacramento,California,95838,-121.457687,38.630951
1008571,Del Ray Farmers' Market,http://www.delrayfarmersmarket.com/,Mt. Vernon & Oxford Ave.,Alexandria,Alexandria,Virginia,22301,-77.058777,38.826863
1006343,Delafield Farmes Market,,Waukesha County City parking lot on Main Street,Delafield,Waukesha,Wisconsin,53183,-88.4026,43.0632
1005509,Deland Saturday Morning Market,,Wisconsin Avenue Downtown,Deland,Volusia,Florida,32724,-81.2887,29.0319
1008057,Delano Community Farmers Market,http://www.historicdelano.com/market,300 S. Sycamore,Delano,Sedgwick,Kansas,67213,-97.346623,37.68166
1000998,Delano Farmers Market,,1508 Garces Hwy.,Wasco,Kern,California,93280,-119.428,35.761
1002829,Delano Farmers Market,,Downtown Delano,Delano,Wright,Minnesota,55328,-93.7937,45.0357
1005210,Delavan Fresh Market,,Walworth Avenue,Delavan,Walworth,Wisconsin,53115,-88.647738,42.633169
1003691,Delaware Area Neighborhood Farmers Market,,"St. James Church, 391 Delaware Ave,",Albany,Albany,New York,,-73.9839,40.5767
1004076,Delaware Avenue Farmers Market,http://www.inwilmingtonde.com/places/place.php?p=354,1727 Delaware Avenue,Wilmington,New Castle,Delaware,19806,-75.563278,39.75887
1002719,Delaware County Farmers Market,http://www.delawarecountyfair.com,"236 Pennsylvania Ave., Delaware Fairgounds",Delaware,Delaware,Ohio,43015,-83.0689,40.2939
1006628,Delaware State University Farmers Market,,1200 North DuPont Hwy,Dover DE,Kent,Delaware,19901,-75.534525,39.183304
1001002,Delaware Valley College Farmers Market,http://www.delawarevalleycollege.com,700 E. Butler Ave,Doylestown,Bucks,Pennsylvania,18901,-75.1518,40.2916
1008700,Delcambre Seafood and Farmers Market,http://www.DelcambreMarket.org,409 E. Main Street,Delcambre,Iberia,Louisiana,70528,-91.984215,29.949323
1001356,Delhi Farmers Market,,"Court House Square, Main St,",Delhi,Delaware,New York,13753,-74.916505,42.277842
1004050,Delmar Farmers Market,http://www.delmarmarket.org,332 kenwood ave.,delmar,Albany,New York,12054,-73.824777,42.621447
1002914,Delray Green Market,http://www.delraygreenmarket.com,95 NE 1st Avenue,Delray Beach,Palm Beach,Florida,33444,-80.07162,26.462504
20073,Delta Farmer's Market,,313 West Main Street,Delta,,Ohio,43515,-84.0197,41.5731
1001062,Deltaville Farmers Market,http://www.deltavilleva.com/MuseumPark/FarmersMarket.aspx,287 Jackson Creek Road,Deltaville,,Virginia,,-76.3267,37.5528
1005891,Demopolis Farmers Market,,Hwy 80 East,Dempolis,Marengo,Alabama,36732,-87.8346,32.5148
1001904,Denali Farmers Market,,Intersection of the Parks Highway and Susitna River Road,Anchorage,,Alaska,,-150.234,62.3163
1003126,Denio's Farmers Market,http://www.deniosmarket.com,1551 Vineyard Road,Roseville,Placer,California,95678,-121.3031,38.74163
1002830,Denison Farmers Market,http://www.dloftus@cdcia.org,1st Avenue N. & 15th Street,Denison,Crawford,Iowa,51442,-95.3508,42.02
1002512,Denton Main Street Farmers' Market,http://www.downtowndenton.com,4th and Gay Streets,Denton,Caroline,Maryland,21629,-75.830512,38.88654
1007588,Denton St. Luke's Farmers' Market,,100 S. Fifth Avenue,Denton,Caroline,Maryland,21629,-75.8304,38.8843
1004069,Denver Urban Homesteading Farmers Market,http://www.denverurbanhomesteading.com,200 Santa Fe Drive,Denver,Denver,Colorado,80223,-104.998287,39.719549
1004366,Denville Farmers Market,http://www.denvillefarmersmarket.com,Bloomfield Ave Parking Lot,Denville,Morris,New Jersey,7834,-74.475718,40.890612
1007219,DePere Market at Festival Foods,,1001 Main Ave,De Pere,Brown,Wisconsin,,-88.0872,44.4501
1004257,Deposit Farmers' Market,http://www.ccedelaware.org,107 2nd Street,Deposit,Delaware,New York,13754,-75.42491,42.06229
1004916,"Derby Farmer's Market, Derby Vermont",http://www.derbyfarmersmarket.org,,Derby,Orleans,Vermont,5829,-72.140694,44.951193
1002734,Derby Farmers Market,http://www.kansasgrownmarket.com,800 N. Baltimore,Derby,Sedgwick,Kansas,,-97.27,37.5509
1006900,DeRidder Farmers Market,,206 N. Washington Ave.,DeRidder,Beauregard,Louisiana,70634,-93.286,30.848
1001742,Derry NH Farmers' Market,http://www.derry-nh.org,14 Manning Street,Derry,Rockingham,New Hampshire,3038,-71.326375,42.882356
1007255,Des Moines Waterfront Farmers Market,http://www.DMFM.org,22307 Dock Ave S,Des Moines,King,Washington,98198,-122.329369,47.401811
1004953,Desert Canyon Center Farmers Market,http://www.arizonafarmersmarkets.us,10405 McDowell Mountain Rd.,Scottsdale,Maricopa,Arizona,85250,-111.855,33.6283
1000261,Desert Hot Springs Farmers Market,http://www.desertlocalnews.com,Mission Springs Park,Desert Hot Springs,Riverside,California,92241,-116.498,33.9418
1000917,DeSoto Farmers' Market,,10117 Hwy. 171,Grand Cane,De Soto,Louisiana,71032,-93.755896,32.062598
1000391,Detroit Eastern Market Tuesdays,http://www.detroiteasternmarket.com,2934 Russell St,Detroit,Wayne,Michigan,48207,-83.0416,42.34892
1008871,Detroit Eastern Market Tuesdays,,2934 Russell Street,Detroit,,Michigan,48207,,
1001060,Deville Street Farmers Market,http://www.waccamawmarkets.org,4017 Deville St.,Myrtle Beach,Horry,South Carolina,29577,-78.938913,33.669604
1005374,Devils Lake Community Market,http://www.devilslakecommunitymarket.netfirms.com,"Roosevelt Park, Devils Lake",Devils Lake,Ramsey,North Dakota,58380,-98.8711,48.1131
1006732,Dewey Humboldt Farmers Market,,2581 South Highway 69 (N of Main St),Humboldt,Yavapai,Arizona,86329,-112.252,34.4864
1005910,Dewitt Farmers Market,http://www.dewittfarmersmarket.com/,Bridge and Main St,Dewitt,Clinton,Michigan,48820,-84.5691,42.8422
1007399,DeWitt Farmers Market,,Lincoln Park,DeWitt,Clinton,Iowa,52742,-90.496,41.5309
1003628,Dexter Farmers Market,http://www.dextermi.gov,3233 Alpine,Dexter,Washtenaw,Michigan,48130,-83.8893057,42.3396182
1007704,Dexter Lake Farmers Market,http://www.DexterLakeFarmersMarket.org,"Dexter State Recreation Site Highway 58 milepost 11 Dexter, Oregon",Dexter,Lane,Oregon,97431,-122.815,43.9173
1007729,DFC Farmers' Market,http://www.gsa.gov/dfcfarmersmarket,Denver Federal Center (7th and Main),Denver,Jefferson County,Colorado,,-76.1409,40.2353
1002740,Diablo Valley Farmers' Market,http://www.cafarmersmkts.com/markets/category/diablo-valley,Mitchell Dr. & N. Wiget Lane,Walnut Creek,Contra Costa,California,94598,-122.028129,37.928035
1006035,Diamond Bar Farmers Market,http://www.farmernet.com,Calvary Chapel Church,Diamond Bar,Los Angeles,California,91765,-119.781,36.8199
1008546,Dickinson Square Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,Moyamensing Ave at Morris Street,Philadelphia,Philadelphia,Pennsylvania,19147,-75.151213,39.927054
1004895,dickson county farmers market,,284 cowan dr,dickson,Dickson,Tennessee,37055,-87.3863437,36.065293
1004146,Dietrich's Farm Market,,3910 Avon Lake Road,Litchfield,Medina,Ohio,,-82.023,41.1665
1002348,Dillingham Farmers Market,,by the Hockey Rink,Dillingham,,Alaska,99576,-158.458,59.0397
1006085,Dillon Farmers Market,,Wells Fargo Bank parking lot,Dillon,Beaverhead,Montana,59725,-112.637,45.2178
1001118,Dillon Farmers' Market,,Buffalo Street,Dillon,Summit,Colorado,80435,-105.548,38.9973
1008669,Dillsburg Farmers' Market,http://www.agmap.psu.edu/Businesses/6241,117 N. Baltimore Street,Dillsburg,York,Pennsylvania,17019,-77.036579,40.112875
1001815,Dimondale Farmers' Market,http://www.villageofdimondale.org,136 N. Bridge St.,Dimondale,Eaton,Michigan,48821,-84.64839,42.64605
1001225,Dinsmore Farmers Market,,Hwy. 36 & Dinsmore Store,Hayfork,Humboldt,California,96041,-123.607666,40.491997
1005161,Dinuba Farmers Market,,L & Tulare St.,Dinuba,Tulare,California,93618,-119.389,36.5464
1004099,Discover Sycamore's Farmers Market,http://www.sycamorechamber.com,300 W Elm St.,Sycamore,Dekalb,Illinois,60178,-88.6871,41.9877
1004814,Divide Farm Exchange,,2968 Highway 49,Cool,El Dorado,California,,-121.017,38.8875
1006582,Divisidero Certified Farmers' Market,http://www.pcfma.com/market_home.php?market_id=63,1326 Grove St.,San Francisco,San Francisco,California,94117,-122.4384765,37.7759726
1002504,Division Street Chicago Farmers Market,,1200 N Dearborn,Chicago,,Illinois,60610,-87.6304,41.9042
1004217,Dixboro Farmers' Market,http://www.dixborofarmersmarket.org,5221 Church Road,Ann Arbor,Washtenaw,Michigan,48105,-83.65634,42.312497
1003376,Dixie Lee Farmers Market,http://www.dixieleefarmersmarket.com/,12740 Kingston Pike,Knoxville,Knox,Tennessee,37934,-84.2094,35.8671
1001445,Dixon CFM,http://www.pcfma.com/markethome.php?market_id=4,East B Street,Dixon,Solano,California,95620,-121.821,38.4465
1004778,Dixon Co-op Farmers' Market,,215 Hwy 75,Dixon,Rio Arriba,New Mexico,,-105.887,36.1974
1001935,Dixon Park District Farmers Market,http://www.dixonparks.com,317 W. Third St.,Dixon,Lee,Illinois,61021,-89.485273,41.841048
20074,DLB Law Market in the Park,http://www.washingtonpark.org/event/farmers-market-2/2013-07-15/,Washington Park,Cincinnati,,Ohio,45202,-84.5174,39.1087
1004459,DNR Farmers' Market,http://www.aaedc.org,580 Taylor Ave.,Annapolis,Anne Arundel,Maryland,21401,-76.504948,38.983549
1000920,Doddridge County FFA Farmers Market,,Football Field,West Union,,West Virginia,26456,-80.777,39.2966
1006185,Dodge City Farmers Market,,Wyatt Earp Parking Lot,Dodge City,Ford,Kansas,,-100.02,37.7581
1000417,Doherty High School Farmers Market,,4515 Barnes Rd.,Colorado Springs,,Colorado,,-104.744,38.8946
1005692,Dolgeville Farmer's Market,http://www.farmmarket.herkimerhealthnet.com/dolgeville.html,(Parking Lot) Between Main St. and Helmer Ave,Dolgeville,Herkimer,New York,13329,-74.771675,43.112004
1003057,Dollar Store Farmers Market,,"111 N 1st St., south parking lot",Forest City,Winnebago,Iowa,50436,-92.9844,45.2791
1007017,Doña Ana Farmers' Market,,"Doña Ana Plaza, Cristo Rey St",Doña Ana,,New Mexico,,-106.816,32.3864
1000635,Donnellson Farmers Market,,Railroad Park on Main Street,Donnellson,Lee,Iowa,52625,-91.5645,40.6462
1008532,Dora Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=318,Hwy 181,Sycamore,Ozark,Missouri,65760,-92.27810669,36.70386124
1003991,Dorchester Fields Corner Farmers Market,,"Park Street, Shopping Center Parking Lot",Dorchester,Suffolk,Massachusetts,2124,-71.0615,42.2987
1007803,Dorchester Peabody Square Farmers Market,http://www.smams.org/index.php,1943 Dorchester Avenue,Dorchester,,Massachusetts,2124,-71.0652,42.2844
1006484,Dorchester/Dorchester House Farmers Market,http://www.dorchesterhouse.org,"Dorchester House, 1353 Dorchester Ave.",Dorchester,Suffolk,Massachusetts,2122,-71.0591923,42.3042921
1006972,Dorchester/Grove Hall,,461 Blue Hill Ave.,Dorchester,Suffolk,Massachusetts,2121,-71.083,42.3091
1007607,Douglas Farmers Market,,"283 Main Street, E. N. Jenckes Store Museum",East Douglas,,Massachusetts,1516,-71.7137,42.0722
1003359,Douglas Mercado,http://www.douglasmercado.com,Raul Castro Park on 10th Street,Douglas,Cochise,Arizona,85607,-109.550654,31.344218
1000300,Douglass Farmers' Market,http://www.douglassfarmersmarket.wordpress.com,1000 West Paterson Street,Kalamazoo,Kalamazoo,Michigan,49007,-85.598452,42.303569
1008304,Douglass Loop Farmers' Market,http://www.douglassloopfarmersmarket.com,2005 Douglass Boulevard,Louisville/Jefferson County metro government (balance),Jefferson,Kentucky,40205,-85.693808,38.224658
1000091,Douglaston Greenmarket,http://www.grownyc.org,LIRR Station at 235th St & 41st Ave,Queens,Queens,New York,11363,-73.7407274,40.7727419
1003046,Dousman Farmers Market,http://www.dousmanchamber.org/farmers_market.html,160 S. Main Street,Dousman,Waukesha,Wisconsin,53118,-88.47254,43.01184
1008165,Dover Cove Farmers' Market,,1041 South St,Dover-Foxcroft,Piscataquis,Maine,4426,-69.230743,45.18078
1008347,Dover Farmers' Market,http://www.seacoastgrowers.org,550 Central Ave.,Dover,Rockingham,New Hampshire,3820,-70.875717,43.200706
20075,Down to Earth Markets,http://www.downtoearthmarkets.com/,"173 Main Street, 3rd Floor",Ossining,,New York,10562,-73.8627,41.1613
1006655,Downey CFM,,Second St. and La Reina St.,DOWNEY,Los Angeles,California,,-118.134,33.9419
1000752,Downs Village Market,,South Seminary St,Downs,McLean,Illinois,61736,-88.872743,40.394305
20076,Downtown 3RD Farmers Market,,300 E Stewart Ave,Las Vegas,,Nevada,89101,-115.141,36.173
1000570,Downtown Albany Farmers Market,,"Tricentennial Park, at Broadway",Albany,Albany,New York,,-73.9079,43.0013
1006153,Downtown Amory Farmers Market,,1st Avenue North,Amory,Monroe,Mississippi,38821,-88.4862,33.987
1006278,Downtown Anaheim Certified Farmers Market,http://www.anaheimfarmersmarket.com,Center St. Promenade and Lemon St.,Anaheim,Orange,California,92805,-117.915455,33.833931
1008814,Downtown Arlington Farmers Market,,215 Front Street,Arlington,,Texas,76011,,
1008815,Downtown Arlington Farmers Market,http://WWW.downtownarlingtonfarmersmarket.com,215 E Front Street,Arlington,Tarrant,Texas,76010,-97.104737,32.737817
20077,Downtown Ashtabula Farmers' Market,http://www.localharvest.org/downtown-ashtabula-farmers-market-M59118,4161 Fox Rd,Kingsville,,Ohio,44048,-80.6364,41.8854
1000439,Downtown Batavia Public Market,http://www.downtownbataviany.com,Corner of Ellicott(Route 63) & Center Streets,City of Batavia,Genesee,New York,14020,-78.1827,42.9948
1004124,Downtown Bay City Farmers Market,http://www.downtownbaycityfarmersmarket.org,318 Sixth St,Bay City,Bay,Michigan,48708,-83.887485,43.59681
1007108,Downtown Bedford Farmers Market,,Fort Bedford Park,Bedford,Bedford,Pennsylvania,15522,-77.6868,40.16
1003643,Downtown Beloit Farmer's Market,http://www.downtownbeloit.com,"300 block of State Street, 400 block of East Grand Avenue, Gantry parking lot",Beloit,Rock,Wisconsin,53511,-89.035545,42.499702
1001026,Downtown Berkeley Farmers' Market,,"Center Street & Martin Luther King Jr., Way",Berkeley,Alameda,California,94702,-122.271566,37.869806
20078,Downtown Big Rapids Farmers Market,,226 N Michigan Ave,Big Rapids,,Michigan,49307,-85.4819,43.6999
1000288,Downtown Binghamton Farmers Market,http://www.binghamtonfarmersmarket.com,52 Court Street,Binghamton,Broome,New York,13901,-75.9095,42.0985
1002328,Downtown Bloomington Farmers Market,http://www.downtownbloomington.org/index.php?id=6,200 block of North Main to 100 block of West Jefferson to 200 block of North Center,Bloomington,McLean,Illinois,61701,-88.994215,40.480398
1002329,Downtown Bloomington Farmers Market,http://www.downtownbloomington.org/index.php?id=6,101 S. Madison,Bloomington,McLean,Illinois,61701,-88.9954779,40.4786673
1004524,Downtown Bowling Green Farmer's Market,http://www.downtownbgohio.org/farmersmarket,South Main Street,Bowling Green,Wood,Ohio,43402,-83.650031,41.372751
1005472,Downtown Bradenton Farmers Market,http://www.bradentonfarmersmarket.com,400 Old. Main Street,Bradenton,Manatee,Florida,34206,-82.5735,27.4966
1007248,Downtown Bridgeport Farmers Market,http://www.infobridgeport.com,Bank Street,Bridgeport,Fairfield,Connecticut,6604,-73.1889,41.1773
20079,Downtown Buda Farmers Market,,121 N. Main Street,Buda,,Texas,78610,-97.8433,30.0811
1004276,Downtown Buffalo Country Market,http://www.buffaloplace.com,Main Street at Court and Church Street,Buffalo,Erie,New York,14203,-78.87492,42.88417
1000769,Downtown Burlington Farmers Market,http://www.burlingtonwifarmersmarket.com,Washington & Pine Streets,Burlington,Racine,Wisconsin,53105,-88.276064,42.678463
1001169,Downtown Casper Community Farmers Market,http://www.cprdowntownfarmersmarket.com,400 E Collins Dr,Casper,Natrona,Wyoming,82601,-106.32019,42.848455
1006427,Downtown Chico Thursday Night Market,http://www.downtownchico.com/events/dcbaevents/tnm,Broadway between 2nd & 5th Street,Chico,Butte,California,95928,-121.840525,39.728974
1001410,Downtown City Market,http://www.dsfair.com,6th & Cherry Streets,Winston Salem,Forsyth,North Carolina,27109,-80.2476,36.1012
1005013,Downtown Clearfield Farmers Market,http://www.clearfieldcity.org,140 East Center Street (approximately),Clearfield,Davis,Utah,84015,-112.018,41.1073
